C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\center_2024_08_13_13_15_43_064.jpg, C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\left_2024_08_13_13_15_43_064.jpg, C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\right_2024_08_13_13_15_43_064.jpg, 0, 0, 0, 8.00624E-05
C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\center_2024_08_13_13_15_43_167.jpg, C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\left_2024_08_13_13_15_43_167.jpg, C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\right_2024_08_13_13_15_43_167.jpg, 0, 0, 0, 8.00469E-05
C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\center_2024_08_13_13_15_43_267.jpg, C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\left_2024_08_13_13_15_43_267.jpg, C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\right_2024_08_13_13_15_43_267.jpg, 0, 0, 0, 7.973987E-05
C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\center_2024_08_13_13_15_43_367.jpg, C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\left_2024_08_13_13_15_43_367.jpg, C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\right_2024_08_13_13_15_43_367.jpg, 0, 0, 0, 8.009662E-05
C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\center_2024_08_13_13_15_43_469.jpg, C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\left_2024_08_13_13_15_43_469.jpg, C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\right_2024_08_13_13_15_43_469.jpg, 0, 0, 0, 8.00708E-05
C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\center_2024_08_13_13_15_43_569.jpg, C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\left_2024_08_13_13_15_43_569.jpg, C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\right_2024_08_13_13_15_43_569.jpg, 0, 0, 0, 8.003866E-05
C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\center_2024_08_13_13_15_43_670.jpg, C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\left_2024_08_13_13_15_43_670.jpg, C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\right_2024_08_13_13_15_43_670.jpg, 0, 0, 0, 8.247446E-05
C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\center_2024_08_13_13_15_43_771.jpg, C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\left_2024_08_13_13_15_43_771.jpg, C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\right_2024_08_13_13_15_43_771.jpg, 0, 0, 0, 8.004817E-05
C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\center_2024_08_13_13_15_43_872.jpg, C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\left_2024_08_13_13_15_43_872.jpg, C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\right_2024_08_13_13_15_43_872.jpg, 0, 0, 0, 8.006089E-05
C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\center_2024_08_13_13_15_43_973.jpg, C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\left_2024_08_13_13_15_43_973.jpg, C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\right_2024_08_13_13_15_43_973.jpg, 0, 0, 0, 8.170791E-05
C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\center_2024_08_13_13_15_44_073.jpg, C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\left_2024_08_13_13_15_44_073.jpg, C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\right_2024_08_13_13_15_44_073.jpg, 0, 0, 0, 8.083182E-05
C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\center_2024_08_13_13_15_44_176.jpg, C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\left_2024_08_13_13_15_44_176.jpg, C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\right_2024_08_13_13_15_44_176.jpg, 0, 0, 0, 7.994683E-05
C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\center_2024_08_13_13_15_44_278.jpg, C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\left_2024_08_13_13_15_44_278.jpg, C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\right_2024_08_13_13_15_44_278.jpg, 0, 0, 0, 8.038447E-05
C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\center_2024_08_13_13_15_44_379.jpg, C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\left_2024_08_13_13_15_44_379.jpg, C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\right_2024_08_13_13_15_44_379.jpg, 0, 0, 0, 8.002203E-05
C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\center_2024_08_13_13_15_44_479.jpg, C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\left_2024_08_13_13_15_44_479.jpg, C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\right_2024_08_13_13_15_44_479.jpg, 0, 0, 0, 7.999081E-05
C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\center_2024_08_13_13_15_44_582.jpg, C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\left_2024_08_13_13_15_44_582.jpg, C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\right_2024_08_13_13_15_44_582.jpg, 0, 0, 0, 8.047812E-05
C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\center_2024_08_13_13_15_44_683.jpg, C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\left_2024_08_13_13_15_44_683.jpg, C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\right_2024_08_13_13_15_44_683.jpg, 0, 0, 0, 8.105215E-05
C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\center_2024_08_13_13_15_44_786.jpg, C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\left_2024_08_13_13_15_44_786.jpg, C:\Users\saile\Desktop\ML\Auotmatic-self-driving-car\Data\IMG\right_2024_08_13_13_15_44_786.jpg, 0, 0, 0, 7.992658E-05
